Company,Location,Sector,About,Amount,Stage,Funding Year
Cellestial,Hyderabad,Electronics,Cellestial Emobility is a citybased startup working in developing electric tractors with the longest battery life,500000.0,Pre-series A,2021
Fancode,Mumbai,Sports Startup,FanCode is a multi sport aggregator platform for every sports fan focusing on long trail sports content and contextual commerce,50000000.0,,2021
Jai Kisan,Mumbai,Fintech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,30000000.0,Series A,2021
Plum,Bengaluru,Healthcare,High quality health insurance and health benefits,15000000.0,Series A,2021
Thatmate,Satara,Healthcare,ThatMate is a sexual and mental wellness app for teens,140000.0,,2021
Klassroom,Mumbai,Edtech,Klassroom offers a oneofakind LIVE interactive learning experience to students,200000.0,Pre-series A,2021
Convin,Bengaluru,Saas Startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels,300000.0,Pre-seed,2021
Mensa Brands,Bengaluru,Clothing,Mensa scales brands leveraging its expertise in ecommerce technology marketing category management  demand planning,50000000.0,Series A,2021
Disruptium,Ahmadabad,Consulting,A consultancy platform for startups,200000.0,,2021
Medtel Healthcare,Orissia,Healthcare,An aggregator for Digital Health Clinics in low resource settings,5000000.0,Pre-series A,2021
Pickright Technologies,Bengaluru,Fintech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors,200000.0,,2021
Ingenium,New Delhi,Edtech,Ingenium Education has been pushing elearning by bringing small and medium sized institutes and schools online,0.0,Seed,2021
Bharatpe,New Delhi,Fintech,BharatPe is the definitive platform for financial services We process payments via UPI and POS and provide credit  loans to our merchants,6000000.0,Debt,2021
Rulezero,Bengaluru,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup,1000000.0,Seed,2021
Rubix Data Sciences,Mumbai,It Startup,Rubix Data Sciences focuses on simplifying decision making for Credit Risk Compliance Supply Chain and Marketing professionals in the B2B domain,800000.0,Seed,2021
Locobuzz,Mumbai,Analytics,LocoBuzz is an analyticsbased integrated marketing platform,4000000.0,Series A,2021
We Founder Circle,Mumbai,Fintech,A global platform of founders for founders offering investment network and business opportunities,2000000.0,Pre-seed,2021
Haqdarshak,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes,800000.0,Pre-series A,2021
Celcius,Mumbai,Logistics,The ONLINE Cold Chain network for Reefer trucks and Cold storage facilities,0.0,Seed,2021
Enthu.Ai,Chandigarh,Ai Startup,EnthuAI operates as a conversation intelligence startup,200000.0,,2021
Myelin Foundry,Bengaluru,Ai Startup,Myelin Foundry is a deep tech product startup transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video voice and sensor data for consumer edge devices,1000000.0,Pre-series A,2021
Superops.Ai,Chennai,Ai Startup,SuperOpsai is an early stage startup in the MSP space,3000000.0,Seed,2021
6Degree,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a techenabled platform,1000000.0,,2021
Teachmint,Bengaluru,Edtech,Teachmint is an online learning platform that focuses on tutorstudent connectivity,16500000.0,Series A,2021
Sarathi,Jodhpur,Healthcare,Offer a range of services like lab tests consultation at home nursing services emergency services and appointment management,100000.0,Seed,2021
Jidoka Technologies,Chennai,Software,Deliver automation of visual inspection retaining the power of human intelligence to enhance quality and efficiency,340000.0,Seed,2021
Rapido,Bengaluru,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people,43000000.0,Series C,2021
Byju'S,Bengaluru,Edtech,BYJUS is an educational technology company that develops personalized learning programs for K12 students,150000000.0,,2021
Elasticrun,Pune,E-Commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers,75000000.0,Series D,2021
Avail Finance,Bengaluru,Fintech,Avail is a mobilefirst platform aiming to financially include the urban mass of India,3000000.0,Debt,2021
Nivesh,Noida,Fintech,Niveshcom is a mass market mutual funds investment platform,1600000.0,Pre-series A,2021
Thingsup,Pune,Iot Platform,Thingsup is an Enterprise Grade IoT Platform,1000000.0,,2021
Arthya Wealth And Investments,Mumbai,Fintech,A comprehensive high quality openarchitecture based Wealth Management and Investment Advisory platform to cater to investors across the board Individuals BusinessesCorporate Treasuries Family Offices Trusts and more,1000000.0,Pre-series A,2021
Zepto,Mumbai,E-Commerce,Grocery delivery startup,60000000.0,,2021
Fi,Bengaluru,Financial Services,Fi is a neo bank,50000000.0,Series B,2021
Kiko Live,Gurugram,Commerce,Videobased social commerce startup,1000000.0,Pre-series A,2021
Turbohire,Hyderabad,Computer Software,Industryleading augmented intelligence software for Talent Intelligence Recruitment Automation and Applicant Tracking,0.0,,2021
The Hosteller,Mumbai,Hospitality,Pitstop for global as well as local travellers to relax rejuvenate and experience Indias rich heritage while not worrying about a clean safe and smart place to stay,1000000.0,Pre-series A,2021
Satsure,Bengaluru,Defense & Space,SatSure is an innovative decision analytics company,0.0,,2021
Ruptok Fintech,New Delhi,Financial Services,Ruptok fintech Pvt Ltd is an online gold loan service provider  with attractive interests rate ,2000000.0,Pre-series A,2021
Vilcart,Bengaluru,Retail,Vilcarts motto is sustainable rural development through stability for rural retailers,2000000.0,,2021
Dogsee Chew,Bengaluru,Food & Beverages,100 Natural Dog Treats,7000000.0,Pre-series A,2021
Advantage Club,Gurugram,Hr Tech,Advantage Club is Indias largest employee engagement platform,3300000.0,Pre-series A,2021
Trdr,Bengaluru,Financial Services,TRDR is an allnew approach to investing,150000.0,,2021
Zoomcar,Bengaluru,Mobility,Zoomcar holds the distinction of being Indias first personal mobility platform,92000000.0,,2021
Leap India,Mumbai,Logistics & Supply Chain,Leading Enterprise in Asset Pooling Indias Largest Sustainable Supply Chain Solutions Company,10000000.0,,2021
Superbottoms,Mumbai,Consumer Goods,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and babys skin,400000.0,,2021
Cora Health,Bengaluru,"Health, Wellness & Fitness",Social commerce marketplace for everyday health and wellness,600000.0,Seed,2021
Battery Smart,New Delhi,Renewables & Environment,Battery Smart is building Indias largest network of battery swapping stations providing Liion batteries,7000000.0,Pre-series A,2021
The Good Glamm Group,Pune,Information Technology & Services,South Asias largest ContenttoCommerce scaleup investing 100 million in fastgrowing beauty  personal care brands,150000000.0,Series D,2021
Mosaic Wellness,Mumbai,"Health, Wellness & Fitness",A platform of digital first health clinics for men and women,24000000.0,Series A,2021
Cloudfiles,Bengaluru,Saas Startup,Supercharge files with enterprisegrade security pagebypage analytics and powerful content automations,300000.0,Pre-seed,2021
The Viral Fever,Mumbai,Entertainment,Indias leading digital entertainment network,2000000.0,,2021
Xpand,New Delhi,Retail,LMCE handholds brands and enables their reach across the UNSERVED  UNDERSERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth,1500000.0,Pre-series A,2021
Troo Good,Hyderabad,E-Commerce,An FMCG company selling nutritious products at an affordable price points,7000000.0,Series A,2021
Prodo,New Delhi,Business Supplies & Equipment,Prodo is an ecommerce platform that provides manufacturing of madetoorder readymade and white labeled consumables for medium and large enterprises,300000.0,Pre-seed,2021
Unnati,Noida,Fintech,Fintech powered digital agri ecosystem,7000000.0,Series A,2021
Lysto,Bengaluru,Nft,Lysto is building APIs Tools  Infrastructure to enable the creation  distribution of NFTs across platforms with a few clicks or few lines of code,3000000.0,Seed,2021
Wakefit,Bengaluru,Furniture,A home solutions and sleep company currently collaborating with the worlds biggest sleep influencer,20000000.0,Series C,2021
Buyofuel,Coimbatore,Oil & Energy,Green Fuels Marketplace,100000.0,Seed,2021
Electricpe,Bengaluru,Ev,Indias largest Electric Vehicle Charging Platform,3000000.0,Seed,2021
Vayana Network,Pune,Financial Services,Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy quick and lowcost access to Trade Financing of their Payables and Receivables,30000000.0,Series C,2021
Valuationary,Surat,E-Learning,EdTech platform upskilling candidates to bag deserving finance job roles,100000.0,Pre-seed,2021
Knocksense,Lucknow,Online Media,Knocksense is a local news and recommendations platform,150000.0,,2021
Petpooja,Ahmedabad,Information Technology & Services,Petpooja is the largest nextgeneration PoS platform for the FB sector with more than 25000 clients across India and UAE,4500000.0,,2021
Wingreens Farms,Gurugram,Food & Beverages,Wingreens Farms is a fully integrated farm to retail Food Company in the business of making and selling a range of fresh healthy tasty and innovative food products,17000000.0,,2021
Doola,New York,Company-As-A-Service,The ultimate OneStopShop to help US and NonUS Founders to turn an idea into their dream US Business,3000000.0,,2021
Eyemyeye,Gurugram,Eyewear,Shop the latest Eyeglasses Sunglasses Power Sunglasses Contact Lens and more,2000000.0,Pre-series A,2021
Bombay Hemp Company,Mumbai,Textiles,BOHECO was founded to research on and promote industrial hemp the super crop of our era in India BOHECO was formally registered under The Companies Act,2000000.0,,2021
Dgv,Bengaluru,Information Technology & Services,NeoBanking for Bharat,3000000.0,Pre-series A,2021
Guardianlink,Chennai,Information Technology & Services,Building tech infrastructure to help NFT commerce go mainstream,12000000.0,Series A,2021
Clinikk,Bengaluru,Hospital & Health Care,Transforming health insurance by building Indias first managed care model,4000000.0,Pre-series A,2021
Toplyne,Bengaluru,Computer Software,Toplyne helps sales teams at productled companies convert their freemium users,2500000.0,,2021
Mensa,Bengaluru,D2C,Mensa scales brands leveraging its expertise in ecommerce technology marketing category management  demand planning,135000000.0,Series B,2021
Genleap,Haryana,Professional Training & Coaching,GenLeap is Indias first selfdiscovery and career lifecycle management platform,8000000.0,Seed,2021
Planys,Chennai,Maritime,Planys is an Indian deep tech startup creating a paradigm shift in the underwater inspection industry,1600000.0,Pre-series A,2021
Wonderchef,Mumbai,Consumer Goods,Wonderchef Cookware and Appliances is a perfect blend of health taste and convenience that inspires us to cook with pride,20000000.0,,2021
Gokwik,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on ecommerce websites on the internet,15000000.0,Series A,2021
Velocity,Bengaluru,Financial Services,Velocity provides revenue based financing up to Rs 3 crores for marketing and inventory spends of online businesses,20000000.0,Series A,2021
Salarybox,Gurugram,Financial Services,SalaryBox is solution that makes employee management effortless,4000000.0,Seed,2021
Boingg,Gurugram,Furniture,D2C furniture brand,200000.0,Seed,2021
Better Capital,Santra,Venture Capital & Private Equity,Better is a toptier Indiafocused preseed venture firm with a portfolio of 100 companies including stellar successes like Rupeek Open Khatabook Bijak,15000000.0,,2021
Tickertape,Bengaluru,Financial Services,Tickertape provides data information  content for Indian stocks ETFs  indices,5000000.0,,2021
Zenpay Solutions,New Delhi,Financial Services,Indias fastest growing fintech company which has revolutionized the ultimate banking experience especially by reaching out to thousands of bluecollared employees by promoting digital banking solutions across India,0.0,,2021
Disprz,Mumbai,E-Learning,An AIpowered right skilling suite that helps enterprises unlock business potential,13000000.0,Series B,2021
Arbo Works,"Mountain View, CA",Computer Software,Finance technology,0.0,,2021
Inzpira,Trivandrum,E-Learning,Inzpira is Indias only Live online 11 platform for Language Learning  Test Preparation that lets users instantly connect with expert trainers and learn anytime from anywhere,300000.0,Seed,2021
Defy,Bengaluru,Financial Services,Building Indias first social crypto exchange,5500000.0,,2021
Mindhouse,Gurugram,"Health, Wellness & Fitness",Mindhouse is a Yoga  Nutrition driven personalized healthcare platform,6000000.0,Seed,2021
Homversity,Ahmedabad,Housing Marketplace,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing  Coliving industry in India,155000.0,,2021
Toppersnotes,Jaipur,Education Management,Toppersnotes is an edtech company primarily operating in the test preparation industry,1000000.0,Seed,2021
Nobroker.Com,Bengaluru,Real Estate,NoBroker is a disruptive force in the Real Estate Industry,2100000.0,Series E,2021
Haber,Pune,Industrial Automation,Realtime automated insights to increase plant efficiency,20000000.0,Series B,2021
True Balance,Gurugram,Financial Services,Balancehero India Private Limited BHI the wholly owned subsidiary of Balancehero Co Ltd Korea which runs and operates mobile App True Balance,30000000.0,,2021
Recordent,Hyderabad,Financial Services,Helping MSMEs collect customer dues faster  reduce risk by checking credit  payment history before offering credit,400000.0,,2021
Koparo,New Delhi,Consumer Goods,Koparo is a directtoconsumer brand that is addressing the needs of modern Indian families and their homes,700000.0,Seed,2021
Indifi,Gurugram,Financial Services,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent,40000000.0,,2021
Settl,Bengaluru,Real Estate,Settl is a technologydriven accommodation platform focused on providing a convenient and highquality living experience for young millennials,500000.0,Seed,2021
Park+,New Delhi,Tech Startup,Building an ecosystem for car owners which will be a onestop solution for all their needs,25000000.0,Series B,2021
Simple Energy,Bengaluru,Automotive,A Research and development driven company on a mission to build the future of mobility that is electric and connected,21000000.0,Pre-series,2021
Dream Sports,Mumbai,Sports,Dream Sports is Indias leading sports technology company with brands such as Dream11 worlds largest fantasy sports platform,840000000.0,,2021
Spinny,Gurugram,Automotive,Spinny is a new age used car endtoend platform in India,248000000.0,Series E,2021
Rentomojo,Bengaluru,Furniture Rental,Furniture appliances electronics and fitness products on monthly rental subscriptions,10000000.0,,2021
Slice,Bengaluru,Financial Services,Slice is Indias best credit card challenger to pay bills manage expenses and unlock rewards,220000000.0,Series B,2021
21K School,Bengaluru,E-Learning,21K School is Indias First Online School that provides a complete online school experience and personalized learning  anytime anywhere,5000000.0,Pre-series A,2021
Adda247,Gurugram,E-Learning,The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II tier III including online courses for  competitive exams,20000000.0,Series B,2021
Loop Health,Pune,Hospital & Health Care,Indias first health insurance with unlimited primary care for employees,12000000.0,,2021
Rupifi,Bengaluru,Financial Services,Embedded Lending for Small Businesses,1000000.0,Debt,2021
Renee Cosmetics,Ahmedabad,Cosmetics,RENE Cosmetics is an Indian makeup brand empowering bold  beautiful women with innovative crueltyfree products,1500000.0,Pre-series A,2021
Svish,Gurugram,Consumer Goods,D2C personal hygiene startup,400000.0,Seed,2021
Progcap,New Delhi,Fintech,Progcap Desiderata Impact Ventures Private Limited is a missiondriven inclusive financing technology firm,30000000.0,Series C,2021
Smartstaff,Bengaluru,Recruitment,Smartstaff previously Qikwork is a full stack bluecollar workforce management platform,4300000.0,,2021
D’Moksha Homes,Mumbai,Textiles,Artisans handcraft exquisite and environmentfriendly home linens using only the most sustainable fabrics like linen hemp and lyocell,570000.0,Seed,2021
Ans Commerce,Gurugram,E-Commerce,ANS Commerce is Indias 1 fullstack ecommerce enabler helping brands sell online,2200000.0,Pre-series A,2021
Mobileware Technologies,Mumbai,Information Technology & Services,A mobile applications development platform for technologies including Symbian Blackberry and early versions of iOS and Android,4700000.0,,2021
Gramcover,Noida,Insurance,GramCover is a techenabled insurance marketplace for rural India,7000000.0,Series A,2021
Byju'S,Bengaluru,Edtech,BYJUS is Indias largest edtech company and the creator of Indias most loved school learning app,300000000.0,,2021
Hyperface,Bengaluru,Information Technology & Services,Empowering Brands and Fintechs to offer banking products contextually to their customers,1300000.0,,2021
Licious,Bengaluru,Food & Beverages,Licious is a consumer food company focussed at delighting the world with an unmatched range of meat  meat products,52000000.0,Series G,2021
Chalo,Mumbai,Mobility,Indias 1 bus transport technology company,40000000.0,Series C,2021
Kaar Technologies,Chennai,Information Technology & Services,Kaar Technologies is an SAP global consultancy firm that designs delivers and deploys cuttingedge SAP solutions for businesses around the world,4000000.0,,2021
Kissan Pro,Jharkhand,Farming,Full stack solution on agri advisory input purchase and market linkage,0.0,,2021
Sunstone Eduversity,Gurugram,Edtech,Sunstone Eduversity is a oneofitskind business school operating in an assetlight model since 2011,28000000.0,Series B,2021
Ozonetel,Hyderabad,Telecommunications,Ozonetel is leading Cloud Telephony solution provider,5000000.0,Series A,2021
Coinswitch Kuber,Bengaluru,Crypto,CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M in just 15 months and growing every second,260000000.0,Series C,2021
Pazcare,Bengaluru,Insurance,Paz Care is Indias leading Employee Benefits  Health insurance platform,3500000.0,Seed,2021
Kwh Bikes,Bengaluru,Automotive,Building Indias strongest and smartest electric 2 wheelers,2000000.0,Seed,2021
Ibsfintech,Bengaluru,Information Technology & Services,Driving Digitization  Automation of Cash  Liquidity Risk Treasury  Trade Finance functions of the Corporate,1000000.0,Pre-series A,2021
Leadsquared,Bengaluru,Computer Software,LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures manage their pipelines,0.0,,2021
Phool.Co,Kanpur,Renewables & Environment,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoalfree incense and other wellness products,0.0,,2021
Twin Health,Chennai,"Health, Wellness & Fitness",Twin Health invented the Whole Body Digital Twin to help reverse and prevent chronic metabolic diseases,140000000.0,Series C,2021
Trica,Mumbai,Equity Management,Powering private markets  A technology platform for startups and investors,3000000.0,Seed,2021
Mhealth,New Delhi,"Health, Wellness & Fitness",mHealth  is AI based corporate wellness platform  to spread happiness  wellbeing,0.0,Seed,2021
Rebel Foods,Mumbai,Cloud Kitchen,Worlds largest internet restaurant company Building Unique Memorable Delightful  Sure deliveryonly restaurants,175000000.0,Series F,2021
Profitwheel,Mumbai,Marketing & Advertising,ProfitWheels belief is that only a fraction of customers drive the most profitability for a brand  and we want to help increase their high value customer base,3000000.0,Seed,2021
Log 9 Materials,Bengaluru,Nanotechnology,Log9 Materials is on a mission to make global energy 100 clean,2000000.0,,2021
Chingari,Bengaluru,Entertainment,Chingari  Bharat Ka Super Entertainment App A unique and fun short video app can create interesting videos and share them with the world,19000000.0,,2021
Ishitva,Ahmedabad,Computer Software,Sort to create value using AI Robotics and AirSorter to achieve a circulareconomy with environmental benefits,1000000.0,Pre-series A,2021
Ola Electric,Bengaluru,Automotive,Sustainability for the future,200000000.0,,2021
Leap.Club,Gurugram,Community,A communityled professional network for women,810000.0,Pre-series A,2021
F5,New Delhi,Retail,OneStop Solution for Daily Workplace Needs,600000.0,Pre-series A,2021
Foreignadmits,Bengaluru,Higher Education,foreignadmits aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study,400000.0,Seed,2021
Salt,Bengaluru,Financial Services,Salt is a neobanking experience created to cater to international businesses,500000.0,Pre-seed,2021
Earnwealth,Pune,Financial Services,EarnWealth is Indias First Social Commerce FinTech which enables Financial Consultants Mutual Fund Distributors Insurance Agents Real Estate Consultants Housewives Retired People and Students to earn quick money by selling Loans Credit Cards,500000.0,Pre-series A,2021
Visit Health,New Delhi,"Health, Wellness & Fitness",Visit is a 360 integrated highly engaging Health Benefits Platform covering end to end health  wellness management,7500000.0,,2021
Crater.Club,Bengaluru,Media,Crater is where you join 5000 mentors creators  experts while they stream their knowledge and skills live,700000.0,Seed,2021
Nftically,Gurugram,Nft,NFTically is a global B2B SaaS that enables celebrities influencers gamers clubs  enterprises to launch their own whitelabel NFT store or NFT Marketplace without any technical knowledge,1000000.0,Seed,2021
Reshamandi,Bengaluru,B2B,ReshaMandi provides a fullstack digital ecosystem in the form of a super app from FARM to RETAIL,30000000.0,Series A,2021
Zetwerk,Bengaluru,Mechanical Or Industrial Engineering,ZETWERK is a universal manufacturing network powered by newage technology,600000000.0,,2021
Hubilo,Ahmedabad,Software Startup,Hubilo is the leading hybrid event platform built for engagement and event excellence,125000000.0,Series B,2021
M2P Fintech,Chennai,Financial Services,M2P fintech was born out of the need to build highly scalable secure yet nimble technology stack at the intersection of Mobility Commerce and payments,35000000.0,Series C,2021
Open Financial Technologies,Bengaluru,Financial Services,Open is Asias first neobanking platform for SMEs and startups,90000000.0,Series C,2021
Niro,Bengaluru,Financial Services,Embedding personal credit products into leading consumer internet platforms,3500000.0,Seed,2021
Wiingy,Bengaluru,E-Learning,The ultimate 11 live elearning platform providing personalized handson learning for kids,400000.0,,2021
Cardekho,Jaipur,Automotive,Redefining the countrys personal mobility ecosystem with technologically enhanced solutions,250000000.0,Series E,2021
Melorra,Bengaluru,D2C Jewellery,A company that styles jewellery for the contemporary wardrobe,24000000.0,,2021
Anka Summor,Bengaluru,Sales And Distribution,AnKa SumMor is the service that allows businesses to focus on building their brands while they provide Supply  Distribution expertise,1000000.0,Pre-series A,2021
Toch.Ai,Mumbai,Saas,Toch is an AIdriven platform that helps broadcasters OTT platforms media platforms and creators to revolutionize videos,11000000.0,Series A,2021
Playto Labs,Bengaluru,E-Learning,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills Book a free trial for your child today at wwwplaytolabscom,500000.0,Seed,2021
Fraazo,Mumbai,Food & Beverages,FRAAZO is Mumbais favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours,50000000.0,Series B,2021
Arcana,Bengaluru,Information Technology & Services,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build PrivacyFirst products,2300000.0,,2021
Flocareer,Bengaluru,Information Services,The Best Skills Validation Platform that provides Interview AsAService,5700000.0,Series A,2021
Nap Chief,Mumbai,Apparel & Fashion,Indias favourite Kids wear and Family Sleepwear D2C Brand,200000.0,Seed,2021
Acknoledger,Mumbai,Crypto,AcknoLedger is a Global platform that distributes Web 30 Digital Assets Seamlessly across all the Metaverses and Gaming,1500000.0,Seed,2021
Applicateai,Gurugram,Information Technology & Services,ApplicateAI is an integrated AI BOT platform for Enterprise with defined and curated workflows for Sales Consumer Engagement and Employee support and engagement,30000000.0,Series A,2021
Vlcc Health Care,Gurugram,"Health, Wellness & Fitness",VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,4000000.0,,2021
Duroflex,Bengaluru,Furniture,5 decades of experience superior quality and best in class innovation help us in bringing you a wide range of mattresses pillows protectors and other sleep solutions,60000000.0,,2021
Aviom India,Bhilwara,Financial Services,AVIOM India Housing Finance Pvt Ltd is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,8000000.0,Series C,2021
Onato,Bengaluru,Computer Software,A startup solving inefficiencies in the agri supply chain,2200000.0,,2021
Mestastop Solutions,Bengaluru,Biotechnology,Mestastop aims to provide a solution for such challenges with their unique proprietary platforms METAssay METSCAN and METVivo,100000.0,,2021
Saas Labs,Noida,Saas,Building high impact communication workflow and productivity tools for sales and support teams throughout the globe,17000000.0,Series A,2021
Devnagri,Noida,Translation & Localization,Devnagri is an AI powered human translation platform working in all 22 Indian languages,600000.0,Seed,2021
Cred,Bengaluru,Finance,CRED is a credit card payment platform that rewards users with points for paying their bills,250000000.0,Series E,2021
Convegenius,Noida,Education Management,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India,5000000.0,Pre-seed,2021
Totality,Gurugram,Entertainment,Totality with the goal of combining scalability through technology innovation through design  retention through content,1000000.0,,2021
Credable,Mumbai,Financial Services,CredAble provides liquidity programs for enterprise supply chains,30000000.0,Series B,2021
Marketwolf,Mumbai,Financial Services,MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold simple and fun,5500000.0,Seed,2021
Wondrlab,Mumbai,Marketing & Advertising,Indias largest platformfirst martech startup,7000000.0,Pre-series A,2021
Sun Mobility,Bengaluru,Automotive,Provider of universal energy infrastructure and services to accelerate mass EV usage,50000000.0,,2021
Tamasha,Mumbai,Entertainment,Tamasha the nextgeneration interactive entertainment platform,3000000.0,Pre-series A,2021
Revfin,New Delhi,Financial Services,RevFin is a financial technology FinTech company advanced digital lending platform makes getting a loan convenient and accessible for customers,4000000.0,Pre-series A,2021
Yu Foodlabs,Gurugram,Food & Beverages,Reimagining Packaged Foods with Natural Ingredients  ZERO Preservatives,1000000.0,Pre-series A,2021
Mergerdomo,New Delhi,Investment Banking,MergerDomo is the onestop Global OnLine MA marketplace for Corporate and Business Growth,500000.0,,2021
Farmart,Gurugram,Farming,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices,10000000.0,Series A,2021
Questt,Gurugram,Edtech,Questt is a Free online homework app that lets teachers assign gamified homework to students,6750000.0,Series A,2021
Idfy,Mumbai,Information Technology & Services,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted,10000000.0,Series D,2021
Cleardekho,Ghaziabad,Retail,ClearDekho is Indias Leading Affordable Eyewear Brand,4000000.0,Pre-series A,2021
Bookingjini,Gurugram,Hospitality,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Topline and Bottomline growth,1200000.0,Pre-series A,2021
Sourcewiz,Gurugram,Information Technology & Services,Building a platform for exporters to digitize their workflows and help them grow and manage their business,3000000.0,Seed,2021
Tvasta,Chennai,Mechanical Or Industrial Engineering,Developing newage manufacturing and automation technologies that can increase human productivity by allowing deep personalization,400000.0,,2021
Kafqa Academy,Bengaluru,E-Learning,Kafqa Academy is a global performing arts academy that offers classes in dancing singing and speech  drama,1300000.0,Seed,2021
Trell,Bengaluru,Social Commerce,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,100000000.0,,2021
Storia,Mumbai,Food & Beverages,Storia Foods and Beverages is committed to creating products that are natural full of goodness and promote a healthy lifestyle,6000000.0,Series A,2021
Clear,Bengaluru,Computer Software,Indias leading FinTech SaaS platform,75000000.0,Series C,2021
Groww,Bengaluru,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly,250000000.0,Series E,2021
The Indus Valley,Chennai,Consumer Goods,Consumer GoodsThe Indus Valley is a Direct to Consumer D2C healthy kitchenware brand,1100000.0,,2021
Bharatpe,New Delhi,Financial Services,BharatPe launched Indias first UPI interoperable QR code first ZERO MDR payment acceptance service and first UPI payment backed merchant cash advance service,10000000.0,,2021
Teachmint,Bengaluru,E-Learning,Teachmint is an education infrastructure provider and Indias largest teaching platform,78000000.0,Series B,2021
Porter,Bengaluru,Logistics & Supply Chain,Porter is Indias Largest Marketplace for IntraCity Logistics,100000000.0,Series E,2021
O4S,Gurugram,Information Technology & Services,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance,6000000.0,Series A,2021
Wobb,Gurugram,Marketing,The platform for marketers to find and work with influencers,200000.0,Pre-seed,2021
Basic Home Loan,Gurugram,Financial Services,BASIC Home Loan is Indias first automated platform for secured lending with special focus on the affordable housing segment,3500000.0,Series A,2021
Siply,Bengaluru,Financial Services,A techenabled microsavings platform for the underserved masses that makes it possible to save starting at Re 1,3200000.0,Pre-series A,2021
Banksathi,New Delhi,Financial Services,BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe easy and trustable shopping experience,500000.0,,2021
Gramophone,Indore,Agritech,Create a difference in farming by bringing timely information technology and right kind of inputs to achieve better yields for farmers,10000000.0,,2021
Healofy,Bengaluru,Femtech,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,6000000.0,Series B,2021
E42,Pune,Computer Software,E42 is the worlds leading Natural Language Processing based AI platform driving enterprise cognition across processes,5400000.0,Series A,2021
Spottabl,Bengaluru,Human Resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model,400000.0,Seed,2021
Dehaat,Gurugram,Information Technology & Services,DeHaat is one of the fastest growing startups in Agri Tech sector and one of the very few companies providing endtoend solutions and services to the farming community in India,115000000.0,Series D,2021
Shumee,Bengaluru,Retail,An Indian mommade toy brand passionate about making playtime developmentfriendly childsafe and sustainable Our design philosophy is that play is 90 child and 10 toy,0.0,,2021
Zolve,Bengaluru,Financial Services,Worlds first crossborder Neobank,40000000.0,Series A,2021
Instoried,Bengaluru,Computer Software,The platform helps content writers in ecommerce news FMCG and other verticals to optimize emotions in their marketing content,8000000.0,,2021
Sportzchain,Mumbai,Sports,SportZchain is Indias first blockchain based platform poised to disrupt a multibillion dollar fan engagement industry,400000.0,Pre-seed,2021
Hypto,Chennai,Tech Startup,The next generation of web services that democratize access to finance for developers and businesses,3000000.0,Seed,2021
Chupps,Mumbai,Foootwear,D2C footwear brand,1100000.0,Pre-series A,2021
Zenduty,Bengaluru,Computer Software,Nextgeneration endtoend incident response platform for SREs DevOps ITOps and Support teams,1900000.0,Pre-series A,2021
